timestamp,obs_dx,obs_dy,obs_dz
2.3604e-05,1.7858778310784422,0.475928935878452,-1.4312608120015764
0.00483346,2.3491125066493086,0.6116615340250646,-0.8415324011209538
0.015413761,2.1687285140509314,0.4918481221205633,-0.8891776101583717
0.02487874,1.775108334475343,0.3161393384047845,-0.7296016769867291
0.034945965,1.2040998658353637,0.13916551373277297,-0.6391789605567528
0.044982195,0.4143587520740583,-0.016899166437013613,-0.4976128081216633
0.054910898,-0.3902102705515923,-0.1599730836954406,-0.3410285993850264
0.06495738,-0.9950557351511142,-0.2661239172066612,-0.1574111852971133
0.074848175,-1.4184466058061398,-0.3437095540049692,0.020185654618653168
0.084897518,-1.6686273465196864,-0.4030335576668004,-0.08934280040169679
0.09488225,-1.8956087297999882,-0.4412241020885308,0.19499753608400283
0.10492158,-2.103829214230736,-0.4632256635359122,0.28360828973225655
0.114818096,-2.2646425508371033,-0.4864318995419987,-0.7136947184106536
0.124875784,-2.4288757296215575,-0.48975775239538283,-0.10129221976727154
0.134996176,-2.588782400173614,-0.48089560125696285,-0.1777339215562575
0.144983769,-2.736295673392413,-0.4636791472405027,0.013551763565803683
0.154981852,-2.849224870159999,-0.47849138629142907,-1.5485993129301128
0.16584301,-2.9580914971169783,-0.46093694874584024,-0.8288702940804545
0.175279617,-3.0598120991258986,-0.4287684813794704,-1.061814120581827
0.18496418,-2.9663029313746367,-0.39266363135710636,-1.8745133395029945
0.194876671,-2.9814923146538774,-0.3499045422944711,-1.4610461409736082
0.20495224,-3.0282556412836077,-0.3033791678849379,-1.6000377920457
0.21497345,-2.999454368684326,-0.23222968561555002,-2.4942323502823553
0.224968434,-3.021789354427689,-0.17630393166901617,-2.0649199427706644
0.23485446,-3.0573998055331564,-0.12498903605210154,-2.2321758676494414
0.24502182,-3.093045187184744,-0.0753680331806698,-2.165343425568761
0.254949808,-2.943127159623999,0.016366298966029962,-2.625060496522341
0.264946222,-2.9108424873255947,0.07744692751614458,-2.4141166547886717
0.274895907,-2.915480858726121,0.1285191491317872,-2.5089972152525126
0.284891844,-2.552627112938101,0.2625858394904912,-2.3622974415852527
0.295260668,-2.4462081766556296,0.33254928925678334,-2.4344935580672127
0.305265188,-2.4261484751781266,0.3806763717442808,-2.427555604374785
0.316015482,-2.1464137162583423,0.5263505674113729,-2.1248373917142134
0.325045347,-2.0704276078319666,0.5934349357508784,-2.276731514942133
0.335449696,-2.0614645490934933,0.6345567555035886,-2.242923309666909
0.344923258,-2.0764781569582147,0.6664930492600518,-2.279334193616063
0.354910612,-1.5846617532778895,0.8303480809003383,-1.6637829980651544
0.36487031,-1.4497927813609457,0.8986135265523665,-1.9503818120014706
0.37481761,-1.4279330146984828,0.93560653101558,-1.8599260357572274
